START_TIME,PROBLEM_DESCRIPTION,END_TIME,ACKNOWLEDGE_MESSAGE,DURATION,HOSTNAME,Severity_Description
17-09-2023 15:18,Port 39063 is down for sometime,-,,,Zabbix-Server-Active,High
14-09-2023 12:04,available memory test 1,-,,,Linux Server,Average
14-09-2023 12:04,available memory test 1,-,,,Linux Server,Average
14-09-2023 11:50,available memory test 3,-,,,Linux Server,Average
14-09-2023 11:41,available memory test,-,,,Zabbix-Server-Active,Average
14-09-2023 11:32,Zabbix agent is not available,-,,,test for map,Warning
14-09-2023 10:21,Port 43349 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 35769 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 41211 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 43575 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 39259 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 36363 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 42295 is down for sometime,-,,,Zabbix-Server-Active,High
13-09-2023 10:47,Port 34281 is down for sometime,-,,,Zabbix-Server-Active,High
11-09-2023 22:11,Port 39541 is down for sometime,-,,,Zabbix-Server-Active,High
11-09-2023 22:06,Port 33317 is down for sometime,-,,,Zabbix-Server-Active,High
11-09-2023 09:04,Port 34975 is down for sometime,-,,,Zabbix-Server-Active,High
11-09-2023 08:46,Zabbix proxy: Utilization of unreachable poller processes is high,-,,,Zabbixproxy2,Warning
09-09-2023 18:49,mulesoft trigger,-,,,Zabbix-Server-Active,Unknown
09-09-2023 13:25,Port 43031 is down for sometime,-,,,Zabbix-Server-Active,High
09-09-2023 13:25,Port 43331 is down for sometime,-,,,Zabbix-Server-Active,High
09-09-2023 13:25,Port 39581 is down for sometime,-,,,Zabbix-Server-Active,High
09-09-2023 13:25,Port 46311 is down for sometime,-,,,Zabbix-Server-Active,High
09-09-2023 02:53,Zabbix agent is not available,-,,,Windows-server,High
09-09-2023 00:56,Port 38455 is down for sometime,-,,,Zabbix-Server-Active,High
08-09-2023 23:16,"""edgeupdate"" (Microsoft Edge Update Service (edgeupdate)) is not running",-,,,Windows-server,Warning
08-09-2023 09:30,Port 35229 is down for sometime,-,,,Zabbix-Server-Active,High
07-09-2023 19:19,Unavailable by ICMP ping,-,,,AP_6_Kerala_EK,Average
07-09-2023 12:43,"""StiSvc"" (Windows Image Acquisition (WIA)) is not running",-,,,Windows-server,Warning
07-09-2023 12:06,Remote Desktop Services ({ITEM.LASTVALUE}),-,,,Windows-server,Information
07-09-2023 12:06,Remote Desktop Licensing ({ITEM.LASTVALUE}),-,,,Windows-server,Information
07-09-2023 11:52,Windows(C:): Disk space is critically low,-,,,Windows-server,Warning
07-09-2023 11:52,Windows(C:): Disk space is critically low,-,,,Windows-server,Warning
07-09-2023 11:52,Windows(C:): Disk space is critically low,-,,,Windows-server,Warning
07-09-2023 11:52,Windows(C:): Disk space is critically low,-,,,Windows-server,Warning
07-09-2023 11:52,"""VagrantVMware"" (vagrant-vmware-utility) is not running",-,,,Windows-server,Warning
07-09-2023 00:45,Port 37883 is down for sometime,-,,,Zabbix-Server-Active,High
06-09-2023 14:02,Port 443 is down for sometime,-,,,Zabbix-Server-Active,High
06-09-2023 09:52,Port 39419 is down for sometime,-,,,Zabbix-Server-Active,High
06-09-2023 09:52,Port 39031 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 14:21,Port 41581 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 14:16,Port 43045 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 14:16,Port 43557 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 09:26,Port 41027 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 09:26,Port 46139 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 09:26,Port 46383 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 09:26,Port 35939 is down for sometime,-,,,Zabbix-Server-Active,High
05-09-2023 09:26,Port 36015 is down for sometime,-,,,Zabbix-Server-Active,High
04-09-2023 09:11,Port 38891 is down for sometime,-,,,Zabbix-Server-Active,High
03-09-2023 22:12,Port 46207 is down for sometime,-,,,Zabbix-Server-Active,High
